variableMetadata	W616f	W617f	W620f	W621f	W622f	W623f	W625m	W627m	W628m	W629m	W630m	W631m	W632f	W633f	W634m	L818f	L819f	L824m	L825m	L826m	L827m	L836f	L841f	L848m	L849m	L854f	L859m	L862f
M184.098T1.61	18.016354	17.80600138	17.95074098	17.65330694	18.00296057	18.06692639	18.04877315	18.03469312	18.33070378	19.88603307	19.15365593	17.93006854	17.91841722	19.46366645	18.13696409	16.92179097	17.7138691	18.07842865	18.85449527	17.21706406	17.8433396	18.09892444	18.39871489	17.74382395	17.50096166	17.64586667	17.91753059	17.0513396
M303.0684T3.12	16.12083483	15.32556406	16.32690957	17.87026778	16.61190949	17.38934901	16.34978469	16.07927456	16.10538209	16.00517364	16.90292266	17.7152086	15.61496543	15.21087221	15.78565374	16.6629145	17.09545575	17.16311403	17.51946733	16.78592494	16.47979131	17.94351355	16.29403985	16.52819768	16.74803033	16.80293029	17.411021	17.58234048
M171T9.2_Glycerol.3.phosphate	23.27154339	23.26454511	23.63080047	23.42076338	23.75370551	22.84705601	23.09449816	23.13744946	20.34199217	21.85307269	22.160799	22.99723945	22.45969376	22.15834434	21.81525976	22.74689335	23.60828776	23.34911395	23.01540348	23.4292015	23.04496653	24.13710395	23.30085399	22.66050149	24.11373191	22.31888175	23.67344733	23.72823329
M365.1206T9.34	16.61919977	16.53938558	16.70864071	15.03307752	15.87344315	15.83739978	16.90588407	16.56314189	16.28965906	16.30858719	15.73885648	16.71912407	16.54158111	15.82138112	15.84700839	14.64418189	16.02713431	15.00472522	15.55184132	15.50624528	15.33737695	15.15685456	16.84740975	15.37631738	16.42933171	16.10371379	16.28335554	15.76029295
M803.2273T10.02	15.77856204	14.59103899	14.19101988	15.95627541	16.09743468	15.72531406	15.2308333	14.69688116	15.03217749	16.1472097	16.36315721	15.26617272	14.25700693	14.6952495	13.93296673	12.59600894	13.41302889	13.6358292	12.51130347	12.54094411	11.37199167	16.78331034	14.37989749	14.25716977	15.43064562	14.06060221	15.86633644	15.80683958
M302.0814T7.02	16.60218226	16.2940763	16.00973963	15.57552595	15.94479875	15.79987402	16.3776591	16.25796767	16.33633221	15.86062726	15.75582958	16.18983672	16.3549754	16.42210469	15.6073832	15.94451785	15.8149932	15.18792885	15.13819499	16.04042715	15.60763604	14.91243515	16.34463227	15.67691407	15.83412584	16.33755239	15.81689415	15.7484615
M814.5535T17.12	13.21595671	12.62232505	13.3008044	12.82252761	13.17601026	12.60785343	13.71294823	13.40451627	12.83706809	13.0541783	13.30992109	12.91153112	13.35693471	13.14706784	13.08730968	12.60882887	13.24573511	13.545061	14.12004829	13.87966844	13.56355261	13.37885703	13.56728589	13.57650442	13.35492153	13.07378727	13.35981544	13.24818317
M503.1737T8.24	16.89747561	17.34683659	17.62590928	15.37545321	16.77335559	16.77546239	17.48087144	17.31475405	17.89126158	17.67777469	17.60067228	17.93087014	17.95161541	17.30574204	17.6542689	16.23555804	16.95927298	16.48460123	17.71791401	17.62316348	17.5932992	13.25275619	17.03788258	17.18186271	16.21668391	17.30059208	16.06209907	15.69774678
M173.1359T1.31	16.94276533	16.9512164	16.83914965	16.87832039	17.36783703	17.06275133	17.04723257	16.92490063	17.08048342	17.20534081	17.15752063	17.27415062	16.95190164	16.92246478	17.25077121	16.32315664	16.83143591	16.57603521	16.61013812	16.93173591	16.73038522	17.51621634	16.83462412	17.13204379	16.6833154	16.92011788	16.81139476	16.77672988
M269.2121T1.33	18.37546925	17.24715798	17.97546345	18.85998028	18.36447411	18.29741964	18.80299748	18.96974597	18.46979085	19.20013208	19.03031878	18.6384299	18.09660141	17.95032636	18.88561506	18.35208697	18.80447894	20.03733111	19.47830196	18.36766771	18.97558687	19.45249403	18.55670624	19.33692099	19.20637243	18.40362664	18.51803646	18.60391171
M386.034T10.72	21.1226852	19.97080946	20.27278126	19.72405364	20.51945773	19.62001698	20.49676115	21.18391761	19.32297799	19.48703922	19.52520765	19.32890695	19.60254972	19.25513579	19.9133435	21.03334772	20.72448055	20.35670557	20.65509655	21.33891153	19.95952232	19.86255549	20.8006519	21.78561889	20.32753072	20.01045298	20.04490768	20.03343645
M393.2659T1.53	16.59891989	15.71799792	16.38635107	15.78910388	15.87708566	15.7401784	15.8596282	15.57951129	14.97191936	15.62993514	15.14999951	15.11509121	16.00790524	16.95682534	15.96118898	13.64735724	15.36457961	15.35398002	11.60005645	15.43115511	15.14705344	16.10624537	15.62724346	13.58675771	16.10943117	15.27839174	15.91118504	15.08789994
M386.121T9.86	14.08557287	12.98141298	13.82796288	13.31177102	13.58509399	11.95514967	14.0546323	14.16759769	12.28113894	12.44492558	13.66923387	13.27993103	10.42909285	13.21937532	11.78567151	13.54270544	13.81258546	14.21199549	12.89951157	13.48247522	13.62437168	13.75241828	14.23991024	13.52631706	14.42069648	13.36210958	14.44213746	13.78076837
M444.2096T8.96	17.11389169	16.82404384	17.43807952	14.42065635	16.32711507	16.5427405	16.76922058	17.57185558	17.07404422	17.03728741	15.81017898	17.4454134	16.43280302	16.89608757	17.04617867	10.59360774	16.69573941	15.07917183	16.08382812	16.3943478	16.37508221	15.62444765	17.5125715	17.13434008	14.4219182	16.13966746	15.62769518	14.82132556
M281T1_Elaidic.acid.trans.Vacce.	27.9399366	27.84530459	27.57740263	28.3321705	28.84330693	28.53710591	27.84475968	27.42311906	27.98907482	28.34319156	28.31357518	28.33388986	28.05232613	27.8877812	28.1679478	27.39767696	27.81813439	27.39856105	27.63681621	27.422052	27.60698809	28.49532623	27.71190571	28.03648574	27.65324115	28.04831105	27.60224884	28.00424645
M776.5816T1.37	17.02260189	17.01444335	16.87166103	17.51180592	18.18084788	17.57674045	17.5300748	16.36593263	17.67006907	17.72452518	17.524019	18.18315073	17.60229798	17.1123662	18.14751748	15.75317757	17.12762663	16.40760669	16.98119822	16.76200304	17.3913166	17.82405255	17.06756671	17.72959021	16.69867754	17.42567897	16.61448268	16.88114504
M497.0663T10.79	16.13693005	16.16711919	16.67766597	15.11764472	15.32939834	15.7900524	16.19135711	15.9095821	15.33008846	15.51153494	15.09337341	15.46889191	16.71611342	17.10928689	16.23626464	16.08707265	16.64760036	16.25900227	17.24506799	16.26888991	16.51170124	16.09532264	16.80612036	16.744956	15.66342746	16.82195082	15.91128407	16.05160874
M216.0376T2.62	13.92452676	13.14443854	13.41021548	14.01321274	14.4947656	13.43609598	13.43726312	13.91938199	12.94752097	12.527358	13.35392559	13.37656633	13.06975653	12.89069387	11.79209562	11.45220674	12.67470935	11.16731402	0	11.41331164	10.84806344	12.98247368	13.33577973	8.314938012	12.93083988	12.20986242	13.04203483	13.41028704
M498.9308T1.24	18.59768851	18.06387902	18.4127468	17.5047771	18.88262574	17.87520699	18.82104741	19.28628611	18.70269555	19.05238921	18.03954294	18.68214832	17.91885043	17.32963081	18.73247816	17.52041151	18.17297191	18.03835586	18.30522814	18.58248015	18.06367788	17.65049434	18.25923708	18.07018438	18.39481644	17.68740986	18.24062086	17.90465696
M449.3283T1.48	17.98144632	17.3053956	16.47609811	16.73247617	17.30724173	17.82785003	16.32328439	16.66858448	15.93926171	15.46560275	16.10433994	16.25893825	17.05366184	17.81582606	15.46547872	16.33709449	16.17801878	16.97941515	14.5990382	16.38278291	14.92918488	16.78272568	16.14219722	16.08108788	16.36724785	15.98883111	16.20122875	16.22538464
M343.0204T8.78	17.73479296	17.66126246	17.99189934	17.97799872	18.63233106	16.47760682	16.91807824	17.28507254	0	10.06407986	14.6105191	16.87476767	15.19850682	11.68374864	14.24736904	16.26503261	18.21114779	18.22024558	17.59235337	18.23426032	17.23227757	19.85628175	17.3458115	15.72411038	20.46827402	15.89225914	18.97743199	19.299731
M205.0112T2.45	9.779942718	10.74738152	11.55874691	14.38655029	9.425374119	10.32278331	7.851861455	0	0	0	7.536614012	10.69099581	14.72697965	13.40348343	13.76781616	11.28664786	11.84226705	16.60888243	17.32070449	17.17057744	17.66359076	13.45276632	0	14.63922255	13.44163313	14.68696169	10.49049292	13.79443211
M318.1134T2.54	15.52995207	15.06228187	14.93550671	12.96219997	13.56263954	13.02126925	15.11931321	15.08473117	12.63491199	11.55656305	13.19560536	14.04792992	14.5229223	14.06546662	12.39040733	14.90936247	15.42453735	13.03450496	14.81050586	14.87630398	14.79434225	14.49328506	15.47750121	13.65954665	15.27066544	14.1025794	14.74566225	15.0495074
M153.9817T2.34	17.73081065	16.39496426	17.89932337	17.56845062	18.25979074	17.03898135	16.92490081	18.38263638	17.16281487	15.86269557	16.72652964	16.42111564	16.99715438	16.2026824	17.11996247	17.46678328	18.5323256	18.7351907	16.37029151	18.08148035	17.33442844	17.15002272	18.19254842	17.70979101	17.47022126	18.24167896	17.44863313	17.58842569
M131T9.11_Ornithine.L.Ornithine	22.25721884	22.08562418	22.72326866	21.70971085	22.01142803	22.0931931	21.90032778	22.3373583	21.91351893	22.33748081	21.80999089	21.82264204	22.34985859	22.4256087	22.21648396	21.53981317	21.86789889	21.52210979	22.12337005	21.74936789	21.64564916	21.84035266	22.46882901	22.29416092	21.67217929	21.90301811	21.78182444	21.61567305
M184.9857T9.63	20.58758801	20.39967951	20.83802822	20.84569754	20.38347755	19.96985443	22.15869751	21.62849582	21.35345431	20.97024284	20.52080569	21.20995127	20.48156099	20.50477244	21.34621613	20.34916134	21.64199394	22.22979166	21.088237	20.966109	20.90748851	21.45760632	21.61379801	21.3583153	22.1528072	20.74777996	22.01540144	21.27219122
M221.0823T1.44	15.64016104	14.18205599	18.01134029	19.80993012	19.00686241	15.14845672	14.6658544	16.49539631	15.62431969	16.01576806	15.95438809	14.89490111	19.35828933	19.02468681	14.8174324	17.74044749	17.43815751	19.38191825	19.69217941	17.59233366	18.72608475	18.43521039	16.96628013	18.71063897	17.66246255	17.50014554	15.23895326	17.86668731
M350.0456T2.55	13.24707778	13.04845401	14.77120212	14.946851	14.88152458	13.87918787	12.53335967	12.73339014	13.25937489	11.09196489	12.50953924	11.54578935	14.19585508	14.21239759	14.66270787	14.78098003	14.30236904	16.27316527	13.10970694	14.6762965	13.2062441	15.49333855	13.0392318	13.04092684	14.94454279	14.6683493	13.98598243	14.22365181
M286.9029T11.66	14.43783723	14.11411077	13.86580865	13.47210059	13.8847534	13.98605712	14.63283507	14.770079	9.929308421	12.11083725	15.35898732	15.02001501	13.59604296	12.30115006	15.33394463	17.65303748	15.19371054	16.6717843	17.13631229	17.03891578	15.12571373	11.21333756	16.12060563	17.37347608	15.55031481	11.79086406	14.33656095	14.51484656
M86.3247T4.24	16.43668446	18.05913108	17.60902182	16.84872797	16.35539896	17.82275786	16.81131814	16.64348077	17.55379944	18.44349448	17.78047023	17.47144744	18.41686654	16.71363907	17.95166586	17.36029236	18.22567199	17.9260406	19.06487737	18.90294509	17.97749324	17.3544111	17.25983446	18.93975102	17.39991193	18.82218458	17.86205856	17.37502822
M365.1647T1.25	10.30441749	11.84482383	10.09633038	7.287185065	17.33971346	11.62718274	0	0	11.22260957	18.38552836	20.26786338	0	0	12.40346959	17.59532305	16.62361004	13.46332512	16.94824972	16.31418811	18.34859072	18.70194704	19.25859249	11.09408891	16.80225508	14.59140956	7.650359606	17.29471407	9.937024471
M308.0826T7.4	17.03052274	17.20680929	17.27541888	16.38880941	16.58200919	16.68267644	17.09481069	16.63114721	17.11016008	15.19460605	16.72721584	17.12010926	16.99478874	16.53815664	16.63181367	16.82142398	17.59940803	17.26480176	16.86490552	17.22950512	17.11126814	16.99579696	17.43419328	17.04114791	17.61284834	16.78302252	17.06929766	16.94781042
M118.0511T20.17	16.80368896	16.77179949	17.51773244	17.22696907	17.1223268	17.05462412	16.69995265	17.52098292	17.33018764	16.97285018	16.91234903	17.0682264	17.06111027	17.11251006	17.01125237	16.70845436	16.60910289	16.67675706	16.69698649	17.16904387	16.83115371	16.83043024	17.3257096	16.95714938	16.49447904	16.90063465	17.05930003	16.53193678
M268.05T10.1	16.27932111	16.40307246	16.56995156	16.5446169	16.64062341	16.52709621	15.34364065	15.80018429	16.56816233	15.69915463	16.0263769	15.41420657	16.78567851	15.76012269	16.30755251	15.95105928	16.94287413	16.33527904	16.52929023	16.2697376	16.19921721	16.60119044	16.59994988	16.42544803	17.00050953	16.03821298	16.7913537	17.17946207
M316.1153T7.96	20.45039373	20.50252786	21.1756939	19.55050012	20.61754549	20.40080545	20.59118173	20.49628816	20.54957506	20.92402523	20.67637034	20.49456265	20.88010588	20.07946004	20.68096897	19.10955905	20.044214	20.31220715	20.74957077	20.35081296	20.1665505	19.82060795	20.48211861	20.29962615	20.48994005	20.64965703	20.32232979	19.85293482
M283.0887T6.22	15.06329438	14.85354836	12.81670769	11.0720723	0	14.88886594	16.25184851	15.34545549	15.98540993	15.0688509	16.23592447	16.19883329	14.42270408	14.14458655	11.48807008	16.39805541	16.64770997	17.28286038	11.44076641	17.37730714	17.46503863	16.38654103	16.13123119	17.24050627	17.44119672	16.7549749	17.07053713	16.43853214
M202.0292T4.18	16.21850591	13.85958137	14.89432516	18.73024191	20.57869608	20.41557467	21.36177836	22.44611657	21.21405048	19.68036158	20.9646511	14.9596778	20.59218965	20.57007712	20.57886834	13.97649163	17.73130246	16.16406253	13.93014225	16.00579931	19.28067813	14.41438068	15.08150008	21.29907495	20.82613181	19.64549062	18.09611803	15.10519648
M442.1574T5.52	10.43029364	10.30271089	8.574046997	18.80221121	16.67167098	9.303951259	10.23345191	8.756787802	8.884578385	8.085111774	10.12539539	12.54133309	14.86051476	7.957073013	9.528655312	12.36339779	10.17670674	0	0	8.158997889	8.311394125	0	20.28975212	0	10.81795815	9.313045136	0	7.928504755
M253.0568T8.19	17.73024788	17.7089579	17.4598022	18.32577976	18.7306436	17.91552755	18.11185649	17.63062121	17.39911267	17.14652592	17.60690614	17.94934684	17.49537569	17.68282592	17.78160497	17.97285529	18.273216	18.46323419	17.91386236	18.13592417	18.26035082	17.6997595	17.69705919	18.47085068	18.43490672	18.18564446	18.12044951	17.77720201
M423.1529T5.37	14.05968076	15.54025914	15.94009011	17.06300528	15.83448463	17.08859365	16.0013774	16.11757655	16.5304609	16.93838619	17.87593289	16.1997655	15.00889165	16.04481587	15.94985133	14.99687198	15.32170759	15.62217625	12.79087322	12.15318941	13.92945353	16.47926824	15.53022007	15.10545678	16.31068449	15.16176135	16.47422466	16.46111617
M247.0407T7.37	19.21838207	18.12728303	18.04235247	18.23613989	19.25649228	18.7203281	18.70365016	19.18923049	18.16308061	17.95105017	18.78470034	18.15760648	18.36061007	17.33583868	17.63193087	16.85557296	17.41228701	18.21049965	17.62429213	17.94740351	17.82150495	18.24075966	18.41452669	17.77453871	18.66898537	17.67611341	18.03274636	18.19697618
M241.0599T9.61	16.37638318	16.16920336	16.94116914	15.79792846	15.93357195	15.51113864	16.73401361	16.52064922	14.85862117	15.5579046	14.95597132	15.07703432	16.36302132	16.69383403	15.89620869	16.46161453	16.83347446	16.38088597	16.36916245	15.72785692	15.92822688	16.49237241	16.91572652	16.60578188	16.31610631	16.25869686	16.29401884	16.24368779
M301.078T7.02	20.13377061	19.87785941	19.54040998	19.27061106	19.51946867	19.51857152	19.9712741	19.7562263	19.91141247	19.79972351	19.3750458	19.64768292	19.89065645	19.96736137	19.30777114	19.56427623	19.5198777	18.92935638	18.92675261	19.7456927	19.23739578	18.73150201	19.96267576	19.34408651	19.35191083	19.92493092	19.48527076	19.32165686
M227T1_Myristic.acid.Tetradecan.	22.61165658	22.60551863	22.8824061	23.07172045	23.22386001	22.84701222	23.17881922	23.01236316	22.99485354	23.20032572	22.92901201	23.16571837	23.26600341	22.29657739	23.18321799	22.20624441	22.65231655	22.74416906	22.86385089	22.98056863	23.09695654	22.99660658	22.49560035	23.10024622	22.45140381	22.95272685	22.37125287	22.38765766
M131.01T4.42	15.7631797	15.31697049	16.33437013	15.73416583	15.75810783	16.06863609	15.90099335	16.61033361	17.06104173	17.36626419	16.37292354	15.42033974	16.23577798	16.09605803	16.80593067	16.54597888	16.5306853	17.55750108	18.16972922	17.18967325	17.49126347	14.703191	16.56850956	17.47885857	16.33989673	16.85733774	16.60709483	16.1821638
M132T2_5.Hydroxyindole.4.Hydrox.	15.58423134	14.97184594	14.94229025	14.43843648	13.44914179	14.95783689	15.03702962	15.83308597	12.97000813	10.4843058	14.6022726	13.27402972	15.84555604	15.43509177	13.32131505	12.9984457	13.2903639	14.22764626	13.42534225	13.7841851	13.2176321	13.47567306	11.81077634	14.16343759	13.23260482	13.5932699	13.08141457	12.8737012
M253.2177T1.31	25.75392612	25.44524084	25.43941863	26.45691927	26.61351002	26.19049418	26.40432268	26.26562106	26.44993339	26.65800877	26.68662591	26.87633031	25.96521164	25.05272351	26.55666133	25.0720969	25.58655982	25.7303225	26.10640823	26.14992878	26.14524316	26.13696904	25.60287898	26.27632406	26.00177074	25.76796008	25.79340504	26.05917395
M342.1198T6.98	19.6347118	19.93719707	20.21933162	18.25310097	19.50382943	19.65799891	19.90211731	19.88196113	20.01505292	19.87218804	19.71734843	19.8573862	20.31570903	19.70707649	19.15123436	18.15625989	18.99907953	18.77512605	19.72045754	19.75082571	19.50195766	18.55061265	19.85032406	19.42753792	19.60645257	19.91273836	19.2012287	18.99245296
M791.3216T9.19	16.17389981	15.63319165	15.8882274	15.8853532	15.64533476	15.56850482	15.76227198	15.90496783	15.10620018	14.95070442	15.85217152	15.8481395	15.76625325	16.03188532	15.87743033	14.88217398	15.6514792	15.14320342	15.52255027	14.56319985	15.05051403	14.69447869	16.18330041	15.90732071	15.164599	15.79738492	15.45782748	15.52295386
M591.9774T9.18	17.85171123	16.83033199	17.04366495	17.03553048	18.11616067	17.18067163	17.4341387	16.9722899	16.01714159	17.72094828	17.85577733	16.82976485	16.69655872	17.52714174	16.96846318	16.79752981	17.33238364	16.96724202	16.35411006	15.01865443	14.93230196	17.19067157	17.99336854	16.18957557	17.15472418	16.28323959	16.93536191	16.15981005
M131.9724T9.92	8.588182733	14.68740849	15.5235155	13.19367882	0	15.46396958	16.03934915	11.71087569	15.09497044	14.87003052	14.59856545	14.61660678	15.5539693	16.05040097	16.40401231	15.7663894	15.97726603	17.55208715	17.03192937	16.74568488	16.43588103	16.69850674	14.56762771	17.07732692	15.58129493	16.91009095	15.87088603	15.6279975
M169.0984T1.57	12.22503025	12.67439378	13.32005024	13.82525099	15.54726057	16.53297711	16.650359	17.86100267	17.81880683	16.23333225	17.1035798	12.04861697	17.88010184	18.01824963	17.02583275	11.97633893	13.95019135	12.36248331	15.09203611	13.58371628	15.49628489	12.52361782	9.922273532	18.51390991	16.08507696	16.52442846	13.30741714	11.80204495
M98.9492T1.92	17.81088809	19.10612136	17.49348052	17.71767237	18.16391244	18.33772082	17.08681733	16.73559771	17.73020871	18.6406529	18.51268267	16.74759098	18.12147991	18.16473161	18.07248807	18.01923473	17.08205298	18.7315207	19.85909964	17.67018504	19.22730042	18.39255958	17.55550285	19.4417188	22.60266151	19.7894337	19.39538806	17.71824478
